section,category,channel,channel_file,channel_id,url,status,working,error
كاس العالم 2026,AYA SPORT HD,AR 2/2,parser_sport_5,20462,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/rzKPmyZvyFE0a1vDsV34_igvxZ6WgyHUXgXou7pfbMxlw6hpvmPcmDCbY0BxHZuCV8_CXyIc6aNOnGGOavHpdg/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,403,False,Status 403 or empty
كاس العالم 2026,AYA SPORT HD,NL 1SD,parser_sport_5,20479,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/EVjPMgr1Ug6LGkG0RLY6miKJR4lDK0JJgc0S9echOUS16R85NV1UjGvDmgzVZdpRupX8pSp1ZW2VQRwe0csHWw/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ18yMjRwMzBfMTAiLCJIZWlnaHQiOjIyNCwiS2JwcyI6MzAwLCJUcmFuc2NvZGVBdWRpbyI6dHJ1ZSwiV2lkdGgiOjQwMH0.7bJSUVkCCWY9mtayJTkJOzF7SBt0W-fOgmaXO9-OjnM/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
Bein Group,بي إن سبورت عربي,bein1,beiin_sports,3891,https://pub-5d579cce1f8f4f8faf00f60ef6a6b791.r2.dev/Bein1.m3u8,403,False,Status 403 or empty
كاس العالم 2026,AYA SPORT HD,AR 1/3,parser_sport_5,20447,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/Up9jV8iKT_KsFekpsNn_L8XSQy7xFBhk61WOYIN2WwSQXdYXCH4ERT1ez374jLbVCUeANKlJXw1CrzRTignEhg/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,200,True,
كاس العالم 2026,AYA SPORT HD,", HD1",parser_sport_5,20472,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/GRcSfgnaC2g9n0heQjzqoO3OES-HT_353FwYRvcfPz12o_U58-TSpX5htev5dWlI71B8V_X6w97G9a9zuJ6MWQ/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,400,False,Status 400 or empty
كاس العالم 2026,YALLA SPORT,بلجيكا vs إيران,parser_sport_4,20443,https://karimo23.sbs/hls/ch1.m3u8?v=stable,403,False,Status 403 or empty
كاس العالم 2026,AYA SPORT HD,NL 1,parser_sport_5,20478,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/EVjPMgr1Ug6LGkG0RLY6miKJR4lDK0JJgc0S9echOUS16R85NV1UjGvDmgzVZdpRupX8pSp1ZW2VQRwe0csHWw/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,200,True,
كاس العالم 2026,AYA SPORT HD,AR 1/4HD,parser_sport_5,20446,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/jvXnqCFJPhbLNxjrUk4EMH0FfWShEVFe-jifARbc7dTrGq1JVFATS9OLWMVbIhOiU8G5GBmy_0rDB0RHpC7CvA/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
كاس العالم 2026,AYA SPORT HD,NL 1HD,parser_sport_5,20480,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/EVjPMgr1Ug6LGkG0RLY6miKJR4lDK0JJgc0S9echOUS16R85NV1UjGvDmgzVZdpRupX8pSp1ZW2VQRwe0csHWw/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
كاس العالم 2026,AYA SPORT HD,multi1,parser_sport_5,20471,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/A2ZCh9_Gvfo0qkjgAN3fIVRxXTdPHXBjObQ-mcAI6iE1VmLR4bsTvSssMjR5vZ0KVaV6LWFbp5K-UKfBHsXuKw/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,200,True,
كاس العالم 2026,AYA SPORT HD,HD3,parser_sport_5,20451,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/lpuDMQAWbsQXsOdjchN4yLkitRL0Iq8BoWcIqrhZpW3Q7uRwcFhvp5T0hPrRQ4pemGkZaFfXLX7i6CuwKktK5g/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
Bein Group,بي إن سبورت عربي,bein 2,beiin_sports,3892,http://ssserver.site/BEIN-Spor2/mono.m3u8,connection_error,False,Failed to connect
كاس العالم 2026,AYA SPORT HD,AR 1/3HD,parser_sport_5,20448,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/Up9jV8iKT_KsFekpsNn_L8XSQy7xFBhk61WOYIN2WwSQXdYXCH4ERT1ez374jLbVCUeANKlJXw1CrzRTignEhg/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
Bein Group,بي إن سبورت عربي,bein5,beiin_sports,3895,http://het000.4rouwanda-shop.store/live/610303030/index.m3u8,connection_error,False,Failed to connect
Bein Group,بي إن سبورت عربي,bein 3,beiin_sports,3893,http://het000.4rouwanda-shop.store/live/645587700/index.m3u8,connection_error,False,Failed to connect
كاس العالم 2026,AYA SPORT HD,FR 1,parser_sport_5,20476,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/2ulw1km-RpyFP2cWOti3K6qGbRGxJxaBsVm_lJLJGfragaeT-oWnfDGoVOfAR3ZmjvLoiYFKhOUAF1snEcyFcQ/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,200,True,
Bein Group,بي إن سبورت عربي,bein 2,beiin_sports,3892,http://het104c.ycn-redirect.com/live/69854211/index.m3u8,200,True,
Bein Group,بي إن سبورت عربي,BeiN 8,beiin_sports,3905,http://135.125.109.73:9000/beinsport8_.m3u8,connection_error,False,Failed to connect
Bein Group,aya_tv_pro,meWATCH LIVE 1 (SGP) #KODIPROP:inputstream.adaptive.license_type=clearkey #KODIPROP:inputstream.adaptive.license_key=60dc08aae52f4c0b806a8e43f24a12c8:30d5b579966d822b215ec51a91d8a271,aya_tv_pro,3882,https://tglmp04.akamaized.net/out/v1/898b1cbac7c747e3b1f3deb460e9b67e/manifest.mpd,200,True,
كاس العالم 2026,AYA SPORT HD,AR 2HD,parser_sport_5,20459,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/8HAsdO989Ko04CtBzcJ0GzhH0zxBU7zHND4IIcnfhzMnZHlY3eOdTxUqsPUe9eVXuS5gDo9lwuB7Ouq4A7jXVQ/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
Bein Group,بي إن سبورت عربي,bein5,beiin_sports,3895,https://pub-5d579cce1f8f4f8faf00f60ef6a6b791.r2.dev/Bein5.m3u8,403,False,Status 403 or empty
كاس العالم 2026,AYA SPORT HD,", HD1",parser_sport_5,20455,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/OMr03hbu8_QZvXxDqCBvvFyKpS-lq15GA21Y-_2wKH1ZKYcZMG6X-M_Q4MVgDAJfl8QGfuY8z9e8Oj85rtBrOg/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,400,False,Status 400 or empty
Bein Group,بي إن سبورت عربي,BeiN 9,beiin_sports,3906,http://135.125.109.73:9000/beinsport9_.m3u8,connection_error,False,Failed to connect
كاس العالم 2026,SPORT EVENT MATCH LIVE,Aya2,sport_event_match_live,20484,https://next.badinan.xyz/nexttv/FHD/playlist.m3u8,connection_error,False,Failed to connect
Bein Group,بي إن سبورت عربي,bein1,beiin_sports,3891,https://husa.wizgan2013.workers.dev/?id=1424,200,True,
Bein Group,بي إن سبورت عربي,bein 2,beiin_sports,3892,https://pub-5d579cce1f8f4f8faf00f60ef6a6b791.r2.dev/Bein2.m3u8,403,False,Status 403 or empty
كاس العالم 2026,AYA SPORT HD,PT,parser_sport_5,20481,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/c-xyD3Xg05CXKXCJMYKIrwGxfoqeWzm62CxT15IxrLGpVq5hhs-hTCVP7yQVb-B5ueG9j6Rxo09vrsjGqPg_SA/non_transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/master_dynamic_delta.m3u8?type=live,200,True,
Bein Group,بي إن سبورت عربي,bein 2,beiin_sports,3892,http://sewv654wfcsdwfi87fwvgbngh.siauliairsavlt.pw/iptv/PQRQCB2NKUWPMCFCEQXDT4Z3/6125/index.m3u8,200,True,
Bein Group,بي إن سبورت عربي,BeiN 1,beiin_sports,3899,http://sewv654wfcsdwfi87fwvgbngh.siauliairsavlt.pw/iptv/PQRQCB2NKUWPMCFCEQXDT4Z3/6123/index.m3u8,200,True,
كاس العالم 2026,AYA SPORT HD,AR 2/2HD,parser_sport_5,20461,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/asK9y5wYO2Uy6vvE6zeLLcDaKoP5AZe6LKqjNajBdlDJ8QX0GObdMSfHcJSqPHbr2ZNNP00XGaS979wKAlwDHg/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,404,False,Status 404 or empty
Bein Group,بي إن سبورت عربي,bein 3,beiin_sports,3893,https://pub-5d579cce1f8f4f8faf00f60ef6a6b791.r2.dev/Bein3.m3u8,403,False,Status 403 or empty
Arabic Tv,تونس,Hannibal,aya_cx_tvالقنوات_التونسية,2043,http://185.9.2.18/chid_615/mono.m3u8,200,True,
كاس العالم 2026,AYA SPORT HD,AR 2/3HD,parser_sport_5,20464,https://prod-fastly-eu-west-1.video.pscp.tv/Transcoding/v1/hls/r4P_N5wt5dezfUaJ37qtB21cyWpLBiZ6pgYnR1bqc26T6ILXeZ4S1BZUvNEi9eLyWr2npVWzZXHfwkyj3j1RZA/transcode/eu-west-1/periscope-replay-direct-prod-eu-west-1-public/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCIsInZlcnNpb24iOiIyIn0.eyJFbmNvZGVyU2V0dGluZyI6ImVuY29kZXJfc2V0dGluZ183MjBwMzBfMTAiLCJIZWlnaHQiOjcyMCwiS2JwcyI6Mjc1MCwiV2lkdGgiOjEyODB9.ldktM4fCFRfkP4ZEBfZPKtlAUNAcTPkoz994YJAzWpE/dynamic_delta.m3u8?type=live,400,False,Status 400 or empty
Bein Group,بي إن سبورت عربي,bein4,beiin_sports,3894,http://het131b.ycn-redirect.com/live/0103088447/index.m3u8,200,True,
